name,region,province
Londhindha Primary School,Mkhuhlu,Mpumalanga
Lothair Primary School,Lothair,Mpumalanga
Loti Primary School,Shongwe Mission,Mpumalanga
Louieville Combined School,Louscreek,Mpumalanga
Louwra Primary School,Volksrust,Mpumalanga
Lovunywa Secondary School,Shongwe Mission,Mpumalanga
Lowveld High School,Mbombela,Mpumalanga
Lubhaqa Primary School,Elukwatini,Mpumalanga
Lubombo Secondary School,Kwalugedlane,Mpumalanga
Ludlow Primary School,Thulamahashe,Mpumalanga
Lugebhuta Secondary School,Shongwe Mission,Mpumalanga
Lugedlane Primary School,Kwalugedlane,Mpumalanga
Luka High School,Ximhungwe,Mpumalanga
Lumukisa Preparatory School,Acornhoek,Mpumalanga
Lundanda Primary School,Hazyview,Mpumalanga
Lungelo Combined School,Ermelo,Mpumalanga
Lungisani Secondary School,White River,Mpumalanga
Lusushwana Secondary School,Dundonald,Mpumalanga
Luthango Primary School,Mananga,Mpumalanga
Luvolwetfu Primary School,Malelane,Mpumalanga
Lwaleng Primary School,White River,Mpumalanga
Lydenburg Akademie,Mashishing,Mpumalanga
Lydenburg Christian Private School,Mashishing,Mpumalanga
Lydenburg Primary School,Mashishing,Mpumalanga
M.L. Nkuna High School,Mkhuhlu,Mpumalanga
M.O. Mashego Lower Primary School,Bushbuckridge,Mpumalanga
M.P. Mokoena Primary School,Hazyview,Mpumalanga
Maakere High School,Acornhoek,Mpumalanga
Mabande Comprehensive High School,Ogies,Mpumalanga
Mabarhule High School,Ximhungwe,Mpumalanga
Mabhoko Primary School,Siyabuswa,Mpumalanga
Mabola Primary School,Dirkiesdorp,Mpumalanga
Mabombe Primary School,Mpuluzi,Mpumalanga
Mabonwana Primary School,Acornhoek,Mpumalanga
Mabothe Secondary School,Pienaarsrivier,Mpumalanga
Mabulela Primary School,Graskop,Mpumalanga
Mabusabesala Secondary School,Siyabuswa,Mpumalanga
Mabuzi Primary School,Amersfoort,Mpumalanga
Machaye Senior Secondary School,Thulamahashe,Mpumalanga
Madi  School,Standerton,Mpumalanga
Madiboane Primary School,Seabe,Mpumalanga
Madikole Primary School,Bamokgoko,Mpumalanga
Madile Lower Higher Primary School,Acornhoek,Mpumalanga
Madizi Secondary School,Acornhoek,Mpumalanga
Madlala High School,Ximhungwe,Mpumalanga
Madlayedwa Secondary School,Siyabuswa,Mpumalanga
Madoda Secondary School,Siyabuswa,Mpumalanga
Madola Primary School,Piet Retief,Mpumalanga
Madukulushe Lower Primary School,Hazyview,Mpumalanga
Madzanga Primary School,Elukwatini,Mpumalanga
Madzuma High School,Mkhuhlu,Mpumalanga
Mafa Max Motloung Secondary School,Delmas,Mpumalanga
Mafemani Nxumalo Secondary School,Thulamahashe,Mpumalanga
Mafu Secondary School,Empumalanga,Mpumalanga
Magabotse Secondary School,Bushbuckridge,Mpumalanga
Magaduzela Primary School,Empumalanga,Mpumalanga
Magagula Mbambiso Primary School,Shongwe Mission,Mpumalanga
Magashule Lower Primary School,Mkhuhlu,Mpumalanga
Magcekeni Primary School,Sidlamafa,Mpumalanga
Magewu Primary School,Uthokozani,Mpumalanga
Magigwana Secondary School,Thulamahashe,Mpumalanga
Magodongo Primary School,Siyabuswa,Mpumalanga
Magogeni Primary School,Shongwe Mission,Mpumalanga
Magotshwa Secondary School,Mpuluzi,Mpumalanga
Magubha Combined School,Shongwe Mission,Mpumalanga
Magudu Combined School,Shongwe Mission,Mpumalanga
Magudu Primary School,Ximhungwe,Mpumalanga
Magwagwaza Secondary School,Acornhoek,Mpumalanga
Mahamba Primary School,Piet Retief,Mpumalanga
Mahashe Secondary School,Acornhoek,Mpumalanga
Mahlahluvana Primary School,Thulamahashe,Mpumalanga
Mahlale High School,Hluvukani,Mpumalanga
Mahlathi Primary School,Hluvukani,Mpumalanga
Mahlatsi Secondary School,Shongwe Mission,Mpumalanga
Mahlekisana Primary School,Hluvukani,Mpumalanga
Mahubahuba Primary School,Bushbuckridge,Mpumalanga
Mahushe Secondary School,Kwalugedlane,Mpumalanga
Mahuvo Secondary School,Thulamahashe,Mpumalanga
Majembeni Primary School,Bushbuckridge,Mpumalanga
Majika Primary School,Hazyview,Mpumalanga
Makata High School,Acornhoek,Mpumalanga
Makause Combined School,Coalville,Mpumalanga
Makerana Primary School,Kwamhlanga,Mpumalanga
Makgahlishe Primary School,Acornhoek,Mpumalanga
Makhahlela Primary School,Kabokweni,Mpumalanga
Makhathini Primary School,Middelburg,Mpumalanga
Makhosana Manzini High School,Mkhuhlu,Mpumalanga
Makhosana Secondary School,Siyabuswa,Mpumalanga
Makhosokei Primary School,Mbibane,Mpumalanga
Makhosonke Primary School,Elukwatini,Mpumalanga
Makoko Primary School,Kabokweni,Mpumalanga
Makorompane Primary School,Hazyview,Mpumalanga
Makuke Secondary School,Graskop,Mpumalanga
Makwetse Primary School,Acornhoek,Mpumalanga
Malamule High School,Thulamahashe,Mpumalanga
Malatse Secondary School,Skilpadfontein,Mpumalanga
Malavutela Secondary School,Bushbuckridge,Mpumalanga
Malekutu Primary School,Kabokweni,Mpumalanga
Malengeza Higher Primary School,Hazyview,Mpumalanga
Malibongwe Primary School,Piet Retief,Mpumalanga
Maloka Primary School,Pankop,Mpumalanga
Maloma Primary School,Witbank,Mpumalanga
Malontone Primary School,Seabe,Mpumalanga
Malwana Primary School,Hluvukani,Mpumalanga
Mambane Secondary School,Komatipoort,Mpumalanga
Maminza Primary School,Msogwaba,Mpumalanga
Mamosodi Primary School,Acornhoek,Mpumalanga
Mandlakababa Primary School,Siyabuswa,Mpumalanga
Mandlesive Secondary School,Kanyamazane,Mpumalanga
Mandlethu Senior Secondary School,Empumalanga,Mpumalanga
Mandondo High School,Mkhuhlu,Mpumalanga
Mangadisa Primary School,Witbank,Mpumalanga
Manoka Secondary School,Bamokgoko,Mpumalanga
Manthano Christian School,White River,Mpumalanga
Mantlole Primary School,Pankop,Mpumalanga
Mantwani Primary School,Dennilton,Mpumalanga
Manukuse High School,Thulamahashe,Mpumalanga
Manyakatana Primary School,Thulamahashe,Mpumalanga
Manyangana High School,Hluvukani,Mpumalanga
Manyano Primary School,Middelburg,Mpumalanga
Manyazela Primary School,Delmas,Mpumalanga
Manyeleti Primary School,Hluvukani,Mpumalanga
Manzolwandle Secondary School,Malelane,Mpumalanga
Maoloshe Primary School,Acornhoek,Mpumalanga
Mapalane Primary School,Acornhoek,Mpumalanga
Mapaleni Higher Primary School,Mkhuhlu,Mpumalanga
Mapateletse Primary School,Acornhoek,Mpumalanga
Mapetekoane Primary School,Mkhuhlu,Mpumalanga
Maphala-Gulube Primary School,Embalenhle,Mpumalanga
Maphuthaditshaba Secondary School,Acornhoek,Mpumalanga
Mapondo Primary School,Kwamhlanga,Mpumalanga
Mapule Sindane  School,Witbank,Mpumalanga
Maqamela Primary School,Kabokweni,Mpumalanga
Maqhawe Education Centre,Kwalugedlane,Mpumalanga
Maqhawe Primary School,Siyabuswa,Mpumalanga
Maqhawuzela Combined School,Elukwatini,Mpumalanga
Maqhekeza Primary School,Uthokozani,Mpumalanga
Maquba Primary School,Elukwatini,Mpumalanga
Marcia Mokoena Secondary School,Bushbuckridge,Mpumalanga
Mareleng Primary School,Siyabuswa,Mpumalanga
Marhagi Secondary School,Empumalanga,Mpumalanga
Maridili Primary School,Kwamhlanga,Mpumalanga
Marifaan Primary School,Mashishing,Mpumalanga
Maripe Senior Secondary School,Acornhoek,Mpumalanga
Marongwane Primary School,Barberton,Mpumalanga
Masana Primary School,Mbibane,Mpumalanga
Masana Secondary School,Mafemani,Mpumalanga
Masenyane Primary School,Acornhoek,Mpumalanga
Mashishing Secondary School,Lydenburg,Mpumalanga
Masibekela Primary School,Masibekela,Mpumalanga
Masilela Secondary School,Thulamahashe,Mpumalanga
Masingitana Secondary School,Acornhoek,Mpumalanga
Masitakhe Secondary School,Matsulu,Mpumalanga
Masizakhe Primary School,Empumalanga,Mpumalanga
Masizakhe Secondary School,Breyten,Mpumalanga
Masobye Primary School,Pankop,Mpumalanga
Masoyi Primary School,White River,Mpumalanga
Masuku Primary School,Siyabuswa,Mpumalanga
Maswameni Primary School,Bushbuckridge,Mpumalanga
Masweng Primary School,Acornhoek,Mpumalanga
Matalaza Primary School,Holmdene,Mpumalanga
Matempule Primary School,Skilpadfontein,Mpumalanga
Mathalaza Primary School,Piet Retief,Mpumalanga
Mathambo Primary School,Bushbuckridge,Mpumalanga
Mathethe Primary School,Sleutelfontein,Mpumalanga
Mathews Phosa College,Schagen,Mpumalanga
Mathibela High School,Bushbuckridge,Mpumalanga
Mathipe High School,Hazyview,Mpumalanga
Mathukwane Secondary School,Bushbuckridge,Mpumalanga
Mathupa Lower And Higher Primary School,Bushbuckridge,Mpumalanga
Matibidi Primary School,Graskop,Mpumalanga
Matikinya Primary School,Hluvukani,Mpumalanga
Matikwana Primary School,Mkhuhlu,Mpumalanga
Matimba Primary School,Kwamhlanga,Mpumalanga
Matjeni Primary School,Uthokozani,Mpumalanga
Matlalong Primary School,Shatale,Mpumalanga
Matloding Primary School,Mbibane,Mpumalanga
Matlolane Primary School,Bushbuckridge,Mpumalanga
Matlushe Primary School,Arconhoek,Mpumalanga
Matsafeni Primary School,Malelane,Mpumalanga
Matsamo Primary School,Shongwe Mission,Mpumalanga
Matsavane Primary School,Thulamahashe,Mpumalanga
Matsulu Primary School,Matsulu,Mpumalanga
Mavandla Higher Primary School,Thulamahashe,Mpumalanga
Maviljan Primary School,Bushbuckridge,Mpumalanga
Mavimbela Primary School,Mkhuhlu,Mpumalanga
Mavula Primary School,Empumalanga,Mpumalanga
Mawewe High School,Thulamahashe,Mpumalanga
Mawewe Primary School,Malelane,Mpumalanga
Mawuvana Primary School,Acornhoek,Mpumalanga
Mayflower Secondary School,Mpuluzi,Mpumalanga
Mayibuye Secondary School,Kanyamazane,Mpumalanga
Mayisha Secondary School,Siyabuswa,Mpumalanga
Maziya Primary School,Hendrina,Mpumalanga
Mbalenhle Primary School,Embalenhle,Mpumalanga
Mbalenhle Secondary School,Mpuluzi,Mpumalanga
Mbambiso Secondary School,Shongwe Mission,Mpumalanga
Mbangwane Primary School,Barberton,Mpumalanga
Mbatini Lower Primary School,Mkhuhlu,Mpumalanga
Mbazima Primary School,Kwalugedlane,Mpumalanga
Mbedlwana Secondary School,Empumalanga,Mpumalanga
Mbhandule Secondary School,Mkhuhlu,Mpumalanga
Mbhudula Secondary School,Kwalugedlane,Mpumalanga
Mbhunu Secondary School,Kwalugedlane,Mpumalanga
Mbokodo Primary School,Kanyamazane,Mpumalanga
Mbongeni Primary School,Nelspruit,Mpumalanga
Mbongo Primary School,Mbibane,Mpumalanga
Mbuduma Secondary School,Mbibane,Mpumalanga
Mbulawa Secondary School,Mbibane,Mpumalanga
Mbuyane Secondary School,Kabokweni,Mpumalanga
Mbuzini Primary School,Kwalugedlane,Mpumalanga
Mc Zitha Primary School,Kwalugedlane,Mpumalanga
Mchaka High School,Ximhungwe,Mpumalanga
Md Coovadia Primary School,Bethal,Mpumalanga
Mdladla Primary School,Malelane,Mpumalanga
Mdluli High School,Hluvukani,Mpumalanga
Mdzabu Secondary School,Komatipoort,Mpumalanga
Mdzili Secondary School,Schulzendal Trust,Mpumalanga
Mdzimba Primary School,White River,Mpumalanga
Mehlobovu Secondary School,Komatipoort,Mpumalanga
Mehlwana Secondary School,Ogies,Mpumalanga
Mehlwemamba Primary School,Piet Retief,Mpumalanga
Memezile Secondary School,Sabie,Mpumalanga
Merlin Park Primary School,Kriel,Mpumalanga
Methula Secondary School,Amsterdam,Mpumalanga
Metropolitan College,White River,Mpumalanga
Mfulamudze Primary School,Mpuluzi,Mpumalanga
Mganduzweni Primary School,White River,Mpumalanga
Mgcobaneni Primary School,White River,Mpumalanga
Mgibe Primary School,Empumalanga,Mpumalanga
Mgobodi Primary School,Malelane,Mpumalanga
Mgubho Combined School,Uthokozani,Mpumalanga
Mgudlwa Secondary School,Bronkhorstspruit,Mpumalanga
Mgwenyane Primary School,Kabokweni,Mpumalanga
Mgwezani Primary School,Kwaggafontein,Mpumalanga
Mhlaba Combined School,Shongwe Mission,Mpumalanga
Mhlahle Primary School,Ximhungwe,Mpumalanga
Mhlangana Secondary School,Acornhoek,Mpumalanga
Mhlangazane School,Dundonald,Mpumalanga
Mhlati Primary School,Malelane,Mpumalanga
Mhlava-Khosa Primary School,Bushbuckridge,Mpumalanga
Mhlosheni Primary School,Shongwe Mission,Mpumalanga
Mhlume Secondary School,Nelspruit,Mpumalanga
Mhlutshwa Primary School,Bronkhorstspruit,Mpumalanga
Mhluzi Primary School,Middelburg,Mpumalanga
Mhola Primary School,Elukwatini,Mpumalanga
Mhwayi Primary School,Kabokweni,Mpumalanga
Middelburg Christian Primary School,Middelburg,Mpumalanga
Middelburg Combined School,Middelburg,Mpumalanga
Middelburg Muslim School,Middelburg,Mpumalanga
Middelburg Preparatory School,Middelburg,Mpumalanga
Middelburg Primary School,Middelburg,Mpumalanga
Milliken Primary School,The Brook,Mpumalanga
Mispah Primary School,Piet Retief,Mpumalanga
Mjejane Primary School,Kwalugedlane,Mpumalanga
Mjokwane Secondary School,Komatipoort,Mpumalanga
Mketse Primary School,Ximhungwe,Mpumalanga
Mkhanyo Primary School,Kwamhlanga,Mpumalanga
Mkhephuli Secondary School,Empumalanga,Mpumalanga
Mkhomazane Primary School,Elukwatini,Mpumalanga
Mkhomazi Primary School,Breyten,Mpumalanga
Mkhondo House School,Piet Retief,Mpumalanga
Mkhuhlu Comprehensive School,Mkhuhlu,Mpumalanga
Mkhukhumba Secondary School,Mkhuhlu,Mpumalanga
Mkhulu Combined School,Middelburg,Mpumalanga
Mkhumbini Primary School,Mkhuhlu,Mpumalanga
Mkhutshwa Secondary School,Klipfontein Village,Mpumalanga
Mkhweyantaba High School,Bushbuckridge,Mpumalanga
Mkolishi Secondary School,Elukwatini,Mpumalanga
Mlambongwane Primary School,Barberton,Mpumalanga
Mlamlankunzi Primary School,Greylingstad,Mpumalanga
Mlilo Comprehensive School,Piet Retief,Mpumalanga
Mlilo Primary School,Kabokweni,Mpumalanga
Mlondozi Primary School,Elukwatini,Mpumalanga
Mmabatho Mokoena High School,Bushbuckridge,Mpumalanga
Mmadimo Primary School,Seabe,Mpumalanga
Mmamatli Primary School,Bamokgoko,Mpumalanga
Mmametlhake Secondary School,Bamokgoko,Mpumalanga
Mmamogaswa Primary School,Nokaneng,Mpumalanga
Mmasekaseka Primary School,Skilpadfontein,Mpumalanga
Mmasekobe Secondary School,Shatale,Mpumalanga
Mmashadi Secondary School,Siyabuswa,Mpumalanga
Mms Primary School,Middelburg,Mpumalanga
Mmusi Primary School,Ekangala,Mpumalanga
Mntungwa Secondary School,Kabokweni,Mpumalanga
Mnyamana Primary School,Empumalanga,Mpumalanga
Mocha Primary School,Pankop,Mpumalanga
Modderbult Primary School,Balfour,Mpumalanga
Moduping Combined School,Hazyview,Mpumalanga
Moekwe Primary School,Rooifontein,Mpumalanga
Moepi Secondary School,Skilpadfontein,Mpumalanga
Mogalitwa Primary School,Witbank,Mpumalanga
Mogobosheng Secondary School,Siyabuswa,Mpumalanga
Mogolane Primary School,Bushbuckridge,Mpumalanga
Mogoroshi Secondary School,Bushbuckridge,Mpumalanga
Mohlakwaan Primary School,White River,Mpumalanga
Mohlatseng Primary School,Sleutelfontein,Mpumalanga
Moholoholo Secondary School,Acornhoek,Mpumalanga
Mokebe Secondary School,Sleutelfontein,Mpumalanga
Mokgawane Primary School,Bushbuckridge,Mpumalanga
Mokgomana Lower & Higher Primary School,Acornhoek,Mpumalanga
Mokibe Primary School,Witbank,Mpumalanga
Molapalama Secondary School,Sleutelfontein,Mpumalanga
Molebye Primary School,Nokaneng,Mpumalanga
Moloto Combined School,Skilpadfontein,Mpumalanga
Monaredira Private School,Mafemani,Mpumalanga
Moniwa Primary School,Empumalanga,Mpumalanga
Moodies Primary School,Barberton,Mpumalanga
Moolman Primary School,Moolman,Mpumalanga
Morage Lower Primary School,Acornhoek,Mpumalanga
Moratiseng Primary School,Bushbuckridge,Mpumalanga
Morei Primary School,Acornhoek,Mpumalanga
Morelig Combined School,Voonerfontein,Mpumalanga
Morgenzon Landbou Akademie,Morgenzon,Mpumalanga
Moruti Makuse Primary School,Witbank,Mpumalanga
Morwe Primary School,Siyabuswa,Mpumalanga
Moses Magagula Christian School,Middelburg,Mpumalanga
Moses Mnisi High School,Acornhoek,Mpumalanga
Moseterata Secondary School,Bushbuckridge,Mpumalanga
Mosipa Secondary School,Casteel,Mpumalanga
Mothaileng Mashego Primary School,Bushbuckridge,Mpumalanga
Motlamogale Lower And Higher Primary School,Acornhoek,Mpumalanga
Motoaneng Primary School,Kwamhlanga,Mpumalanga
Motsaosele Dm Secondary School,Witbank,Mpumalanga
Motseleng Senior Primary School,Bushbuckridge,Mpumalanga
Motswedi Primary School,Seabe,Mpumalanga
Mountain Valley College,Elukwatini,Mpumalanga
Mountain View School,Barberton,Mpumalanga
Moutse Primary School,Mbibane,Mpumalanga
Mp Magagula Secondary School,Mpuluzi,Mpumalanga
Mpakeni Primary School,Sibuyile,Mpumalanga
Mphaku Primary School,Acornhoek,Mpumalanga
Mphalali Secondary School,Empumalanga,Mpumalanga
Mphephethe Primary School,Hendrina,Mpumalanga
Mphilonhle Primary School,Dullstroom,Mpumalanga
Mphoti Primary School,Kwalugedlane,Mpumalanga
Mphumelomuhle Secondary School,Witbank,Mpumalanga
Mpikaniso Primary School,Thulamahashe,Mpumalanga
Mpisi Junior Primary School,Acornhoek,Mpumalanga
Mpithi Combined School,Thulamahashe,Mpumalanga
Mpoko Maloka Primary School,Pienaarsrivier,Mpumalanga
Mpuluzi Secondary School,Mpuluzi,Mpumalanga
Mpumalanga Default School,Mpumalanga Default Region,Mpumalanga
Mpunzana Primary School,Hazyview,Mpumalanga
Mrubhe Primary School,Breyten,Mpumalanga
Mshadza Secondary School,White River,Mpumalanga
Mshengu Inclusive School,Kwalugedlane,Mpumalanga
Msinyane Secondary School,Iswepe,Mpumalanga
Msogwaba Primary School,Kanyamazane,Mpumalanga
Mswati Primary School,Elukwatini,Mpumalanga
Mtembeni Primary School,Hluvukani,Mpumalanga
Mthayiza Primary School,Kabokweni,Mpumalanga
Mthombeni Primary School,Middelburg,Mpumalanga
Mthombo Secondary School,Kanyamazane,Mpumalanga
Mthunzi Primary School,Kabokweni,Mpumalanga
Mtimandze Secondary School,Malelane,Mpumalanga
Mtimba Primary School,White River,Mpumalanga
Muchuchi Primary School,Hluvukani,Mpumalanga
Mugena High School,Hluvukani,Mpumalanga
Mugidi Primary School,Acornhoek,Mpumalanga
Munyamana Primary School,Hluvukani,Mpumalanga
Musa Secondary School,Kwamhlanga,Mpumalanga
Musi Primary School,Ekangala,Mpumalanga
Muzimuhle Primary School,Evander,Mpumalanga
Mvangatini Primary School,Kabokweni,Mpumalanga
Mvuyazi Primary School,Mkhuhlu,Mpumalanga
Mvuzo Primary School,Middelburg,Mpumalanga
Mzamo Secondary School,Dennilton,Mpumalanga
Mzangedwa Secondary School,Mafemani,Mpumalanga
Mzila Secondary School,Thulamahashe,Mpumalanga
Mzilikazi Primary School,Thulamahashe,Mpumalanga
Mzimba Secondary School,Thulamahashe,Mpumalanga
Mzimhlophe Secondary School,Kwamhlanga,Mpumalanga
Mzinoni Secondary School,Bethal,Mpumalanga
Mzinti Primary School,Mzinti,Mpumalanga
N.P. Mathabela Secondary School,Acornhoek,Mpumalanga
Nalithuba Secondary School,Amersfoort,Mpumalanga
Nancy Shiba Primary School,Witbank,Mpumalanga
Nansindlela Secondary School,Piet Retief,Mpumalanga
Narishe Primary School,Shatale,Mpumalanga
Ncakini Secondary School,Kanyamazane,Mpumalanga
Ncikinyane Primary School,Lothair,Mpumalanga
Ndabeni H Primary School,Acornhoek,Mpumalanga
Ndabezitha Primary School,Siyabuswa,Mpumalanga
Ndawonye Primary School,Piet Retief,Mpumalanga
Ndayi Primary School,Kwamhlanga,Mpumalanga
Ndimande Primary School,Thulamahashe,Mpumalanga
Ndindane Combined School,Kwalugedlane,Mpumalanga
Ndindindi Primary School,Imbuzini,Mpumalanga
Ndlamakhosi Secondary School,Bushbuckridge,Mpumalanga
Ndlaphu Primary School,Kanyamazane,Mpumalanga
Ndlavela Primary School,Sihlangu,Mpumalanga
Ndlela High School,Shongwe Mission,Mpumalanga
Ndlela Secondary School,Piet Retief,Mpumalanga
Ndlemane Primary School,Shongwe Mission,Mpumalanga
Nduma Primary School,Bushbuckridge,Mpumalanga
Ndwandwe Primary School,Thulamahashe,Mpumalanga
Ndzundza Mabhoko Secondary School,Kwamhlanga,Mpumalanga
Nederland Combined School,Commondale,Mpumalanga
Nelson Ngubeni Primary School,Witbank,Mpumalanga
Nelspruit Primary School,Mbombela,Mpumalanga
Nelspruit Private College,Mbombela,Mpumalanga
Nelsville School,Mbombela,Mpumalanga
Nembe Mhlaba Primary School,Ximhungwe,Mpumalanga
Netherland Park Secondary School,Ermelo,Mpumalanga
New Ermelo Primary School,Ermelo,Mpumalanga
New Wine Christain School,Malelane,Mpumalanga
Ngaleni Secondary School,Ximhungwe,Mpumalanga
Nganana Secondary School,Amsterdam,Mpumalanga
Ngazane Primary School,Gemsbokspruit,Mpumalanga
Ngazi Ndhlovu Secondary School,Kabokweni,Mpumalanga
Ngema Combined School,Piet Retief,Mpumalanga
Nghunghunyana Secondary School,Thulamahashe,Mpumalanga
Ngilandi Secondary School,Elukwatini,Mpumalanga
Ngodini Secondary School,Kabokweni,Mpumalanga
Ngonini Primary School,Ekulindeni,Mpumalanga
Ngwane Primary School,Barberton,Mpumalanga
Ngwarele Primary School,Shatale,Mpumalanga
Ngwaritsane Secondary School,Bushbuckridge,Mpumalanga
Nhanyane Secondary School,Shongwe Mission,Mpumalanga
Nhlazatshe Primary School,Elukwatini,Mpumalanga
Nhlengelo Primary School,Acornhoek,Mpumalanga
Nhlupheko Primary School,Belfast,Mpumalanga
Nj Mahlangu Secondary School,Malelane,Mpumalanga
Njanji Primary School0,Mkhuhlu,Mpumalanga
Njeyeza Secondary School,Shongwe Mission,Mpumalanga
Njomane Primary School,Empumalanga,Mpumalanga
Njonjela Primary School,Ximhungwe,Mpumalanga
Nkokweni Primary School,Piet Retief,Mpumalanga
Nkonjane Primary School,Witbank,Mpumalanga
Nkosabo Primary School,Mbibane,Mpumalanga
Nkosiphile Primary School,Dennilton,Mpumalanga
Nkothasi Primary School,Bushbuckridge,Mpumalanga
Nkotobona High School,Acornhoek,Mpumalanga
Nkotolane Primary School,Bamokgoko,Mpumalanga
Nkulungwana  Primary School,Thulamahashe,Mpumalanga
Nkwenkwezi Primary School,Thulamahashe,Mpumalanga
Noah'S Ark Private College,Hazyview,Mpumalanga
Nokuthula Primary School,Uthokozane,Mpumalanga
Norden Primary School,Mpuluzi,Mpumalanga
Nqobangolwazi Secondary School,Morgenzon,Mpumalanga
Nqobile Primary School,Piet Retief,Mpumalanga
Nsephe Primary School,Amsterdam,Mpumalanga
Nsizwane Primary School,Kwalugedlane,Mpumalanga
Ntababomvu Primary School,Mpuluzi,Mpumalanga
Ntabanhle Primary School,Elukwatini,Mpumalanga
Nteseng Primary School,Lefifi,Mpumalanga
Nthoroane Secondary School,Greylingstad,Mpumalanga
Ntithane Primary School,Piet Retief,Mpumalanga
Ntiyi Secondary School,Kwalugedlane,Mpumalanga
Ntokozo School,Mpuluzi,Mpumalanga
Ntshoenyane Primary School,Bushbuckridge,Mpumalanga
Ntshuxeko Primary School,Mkhuhlu,Mpumalanga
Ntsie Primary School,Bushbuckridge,Mpumalanga
Ntsoelemolodi Primary School,Shatale,Mpumalanga
Nwa Mahumana Lower Primary School,Bushbuckridge,Mpumalanga
Nwankupana Primary School,Ximhungwe,Mpumalanga
Nxalati Primary School,Hluvukani,Mpumalanga
Nyabela Primary School,Dennilton,Mpumalanga
Nyalungu Primary School,Kanyamazane,Mpumalanga
Nyamande High School,Thulamahashe,Mpumalanga
Nyamazane School,Hluvukani,Mpumalanga
Nyandeni Primary School,Standerton,Mpumalanga
Oakley Higher Primary School,Bushbuckridge,Mpumalanga
Ohlangeni Primary School,Grootvlei,Mpumalanga
Okhela Primary School,Delmas,Mpumalanga
Ongesiens Primary School,Middelburg,Mpumalanga
Orhovelani High School,Thulamahashe,Mpumalanga
Osizweni Primary School,Kwamhlanga,Mpumalanga
Osizweni Secondary School,Secunda,Mpumalanga
Othandweni Primary School,Delmas,Mpumalanga
Oudehoutspruit Primary School,Waterval-Boven,Mpumalanga
Overvaal Primary School,Sheepmoor,Mpumalanga
Panyana School,Acornhoek,Mpumalanga
Patrick Mankolane Primary School,Skilpadfontein,Mpumalanga
Paulos Primary School,Acornhoek,Mpumalanga
Penryn College,Mbombela,Mpumalanga
Pensele Primary School,Bushbuckridge,Mpumalanga
Perdekop Agricultural School,Perdekop,Mpumalanga
Peter Mokaba Primary School,Moloto,Mpumalanga
Petrus Maziya Primary School,Leslie,Mpumalanga
Phakani Primary School,White River,Mpumalanga
Phake Primary School,Nokaneng,Mpumalanga
Phambanisa Primary,Kwalugedlane,Mpumalanga
Phambili Secondary School,Mpuluzi,Mpumalanga
Phanagela Primary School,Kwamhlanga,Mpumalanga
Phaphama Lower Primary School,Mkhuhlu,Mpumalanga
Phaphamani Primary School,Intuthuko,Mpumalanga
Phaphamani Secondary School,Delmas,Mpumalanga
Phatfwa Secondary School,White River,Mpumalanga
Phatsedi Lower And Higher Primary School,Acornhoek,Mpumalanga
Phelwane Primary School,Empumalanga,Mpumalanga
Phembindlela Primary School,Volksrust,Mpumalanga
Phendulane Secondary School,Acornhoek,Mpumalanga
Phezukwentaba Primary School,Morgenzon,Mpumalanga
Phillip Ndimande Secondary School,Witbank,Mpumalanga
Phindela Primary School,Kwalugedlane,Mpumalanga
Phiva Primary School,Kwalugedlane,Mpumalanga
Phola Secondary School,Sidlamafa,Mpumalanga
Pholani Primary School,Kanyamazane,Mpumalanga
Phopolo Primary School,Pankop,Mpumalanga
Phulani High School,Ximhungwe,Mpumalanga
Phumalanga Primary School,Matsulu,Mpumalanga
Phumelela Secondary School,Middelburg,Mpumalanga
Phumelele  Primary School,Dundonald,Mpumalanga
Phumulani Primary School,Mpuluzi,Mpumalanga
Phumzile Secondary School,Empumalanga,Mpumalanga
Piet Retief Combined School,Piet Retief,Mpumalanga
Pieter Mabuza Primary School,Ermelo,Mpumalanga
Pilgrims Rest City Secondary School,Pilgrim'S Rest,Mpumalanga
Pilgrims Rest Primary School,Pilgrim'S Rest,Mpumalanga
Pine Ridge Combined School,Witbank,Mpumalanga
Pitas Primary School,Leroro,Mpumalanga
Plaatjie Lower And Higher Primary School,Bushbuckridge,Mpumalanga
Poolzee Combined School,Stoffberg,Mpumalanga
Potsanyane Primary School,Skilpadfontein,Mpumalanga
Powerline Primary School,Acornhoek,Mpumalanga
Prim?re Skool Kellysville,Mashishing,Mpumalanga
Prince Sj Primary School,Siyabuswa,Mpumalanga
Prof S S Repinga Primary School,Uthokozani,Mpumalanga
Pugishe Primary School,Shatale,Mpumalanga
Puledi Secondary School,Acornhoek,Mpumalanga
Pungutsha Secondary School,Settlers,Mpumalanga
Qalabocha Primary School,Balfour,Mpumalanga
Qalani Primary School,Piet Retief,Mpumalanga
Qambekile Primary School,Ermelo,Mpumalanga
Qcetywayo Primary School,Thulamahashe,Mpumalanga
Qedela Secondary School,Piet Retief,Mpumalanga
Qedudlame Primary School,Kwamhlanga,Mpumalanga
Qhubekani Primary School,Piet  Retief,Mpumalanga
Qhubulwazi Combined School,Volksrust,Mpumalanga
Qinile Primary School,Bethal,Mpumalanga
Qokiso Senoir Secondary School,Bushbuckridge,Mpumalanga
Radijoko Primary School,Skilpadfontein,Mpumalanga
Rakau Combined School,Seabe,Mpumalanga
